Task Name,Period,Criticality,WCET-HI,WCET-LO,Utilization
T3-Copy7-HC,200,HC,1.8425118538675838,0.7088432829520976,0.009212559269337919
T3-Copy8-HC,200,HC,1.8425118538675838,0.7088432829520976,0.009212559269337919
T3-Copy9-HC,200,HC,1.8425118538675838,0.7088432829520976,0.009212559269337919
T3-Copy10-HC,200,HC,1.8425118538675838,0.7088432829520976,0.009212559269337919
T3-Copy11-HC,200,HC,1.8425118538675838,0.7088432829520976,0.009212559269337919
T3-Copy12-HC,200,HC,1.8425118538675838,0.7088432829520976,0.009212559269337919
T3-Copy13-HC,200,HC,1.8425118538675838,0.7088432829520976,0.009212559269337919
T4-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy1-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy2-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy3-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy4-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy5-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy6-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy7-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy8-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy9-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy10-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy11-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy12-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T4-Copy13-HC,500,HC,23.494299457583587,11.107337687007224,0.04698859891516717
T5-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy1-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy2-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy3-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy4-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy5-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy6-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy7-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy8-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy9-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy10-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy11-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy12-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T5-Copy13-HC,10,HC,0.33645532899031494,0.14624801675509094,0.033645532899031494
T6-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy1-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy2-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy3-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy4-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy5-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy6-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy7-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy8-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy9-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy10-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy11-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy12-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T6-Copy13-HC,20,HC,0.0028560133788551366,0.0008914261352749683,0.00014280066894275682
T7-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy1-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy2-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy3-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy4-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy5-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy6-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy7-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy8-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy9-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy10-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy11-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy12-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T7-Copy13-HC,200,HC,2.6165553664025256,1.2039255360401278,0.013082776832012628
T8-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy1-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy2-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy3-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy4-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy5-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy6-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy7-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy8-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy9-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy10-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy11-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy12-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T8-Copy13-HC,20,HC,0.5093398786617952,0.17813208098802757,0.02546699393308976
T9-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy1-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy2-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy3-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy4-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy5-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy6-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy7-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy8-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy9-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy10-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy11-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy12-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T9-Copy13-HC,50,HC,1.0284718576972172,0.41885251842531007,0.020569437153944343
T10-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy1-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy2-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy3-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy4-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy5-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy6-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy7-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy8-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy9-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy10-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy11-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy12-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T10-Copy13-HC,40,HC,2.5880570845307007,0.994787878720582,0.06470142711326751
T11-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy1-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy2-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy3-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy4-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy5-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy6-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy7-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy8-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy9-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy10-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy11-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy12-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T11-Copy13-HC,100,HC,4.390233062596748,1.7232789270948634,0.043902330625967476
T12-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy1-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy2-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy3-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy4-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy5-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy6-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy7-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy8-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy9-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy10-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy11-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy12-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T12-Copy13-HC,20,HC,0.6279987433775412,0.24405673322236726,0.03139993716887706
T13-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy1-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy2-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy3-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy4-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy5-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy6-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy7-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy8-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy9-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy10-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy11-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy12-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T13-Copy13-HC,1000,HC,15.535368231765696,4.9648200986728535,0.015535368231765696
T14-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy1-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy2-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy3-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy4-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy5-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy6-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy7-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy8-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy9-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy10-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy11-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy12-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T14-Copy13-HC,1000,HC,42.99875439440383,20.08925527788103,0.04299875439440383
T15-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy1-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy2-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy3-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy4-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy5-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy6-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy7-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy8-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy9-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy10-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy11-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy12-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T15-Copy13-HC,20,HC,0.8580387834764431,0.41638339487354026,0.04290193917382216
T16-LC,50,LC,48.712656758218166,,0.9742531351643633
T17-LC,40,LC,6.5185483719459825,,0.16296370929864956
T18-LC,400,LC,209.09854626283567,,0.5227463656570892
T19-LC,500,LC,17.978434701366062,,0.03595686940273213
T20-LC,500,LC,29.74353417887432,,0.05948706835774864
T21-LC,50,LC,49.73246329555343,,0.9946492659110686
T22-LC,400,LC,191.11476914545767,,0.4777869228636442
T23-LC,10,LC,1.3567743449438074,,0.13567743449438074
T24-LC,40,LC,20.792059130220466,,0.5198014782555116
T25-LC,400,LC,236.288424943037,,0.5907210623575925
T26-LC,10,LC,0.19580834138296366,,0.019580834138296366
T27-LC,400,LC,79.40304035684358,,0.19850760089210895
T28-LC,100,LC,30.208833494973884,,0.30208833494973886
T29-LC,500,LC,71.57393546523578,,0.14314787093047154
T30-LC,100,LC,52.147970961659794,,0.521479709616598
