Task Name,Period,Criticality,WCET-HI,WCET-LO,Utilization
T4-Copy11-HC,500,HC,328.9201924061702,155.50272761810112,0.6578403848123404
T4-Copy12-HC,500,HC,328.9201924061702,155.50272761810112,0.6578403848123404
T4-Copy13-HC,500,HC,328.9201924061702,155.50272761810112,0.6578403848123404
T5-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy1-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy2-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy3-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy4-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy5-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy6-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy7-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy8-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy9-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy10-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy11-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy12-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T5-Copy13-HC,10,HC,4.710374605864409,2.047472234571273,0.4710374605864409
T6-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy1-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy2-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy3-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy4-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy5-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy6-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy7-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy8-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy9-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy10-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy11-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy12-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T6-Copy13-HC,20,HC,0.03998418730397191,0.012479965893849554,0.0019992093651985954
T7-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy1-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy2-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy3-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy4-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy5-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy6-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy7-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy8-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy9-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy10-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy11-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy12-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T7-Copy13-HC,200,HC,36.63177512963536,16.85495750456179,0.1831588756481768
T8-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy1-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy2-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy3-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy4-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy5-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy6-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy7-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy8-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy9-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy10-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy11-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy12-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T8-Copy13-HC,20,HC,7.130758301265132,2.493849133832386,0.3565379150632566
T9-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy1-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy2-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy3-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy4-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy5-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy6-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy7-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy8-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy9-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy10-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy11-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy12-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T9-Copy13-HC,50,HC,14.398606007761039,5.86393525795434,0.2879721201552208
T10-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy1-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy2-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy3-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy4-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy5-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy6-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy7-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy8-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy9-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy10-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy11-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy12-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T10-Copy13-HC,40,HC,36.232799183429805,13.927030302088147,0.9058199795857451
T11-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy1-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy2-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy3-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy4-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy5-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy6-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy7-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy8-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy9-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy10-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy11-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy12-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T11-Copy13-HC,100,HC,61.46326287635446,24.125904979328087,0.6146326287635446
T12-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy1-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy2-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy3-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy4-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy5-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy6-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy7-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy8-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy9-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy10-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy11-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy12-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T12-Copy13-HC,20,HC,8.791982407285577,3.4167942651131415,0.43959912036427884
T13-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy1-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy2-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy3-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy4-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy5-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy6-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy7-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy8-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy9-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy10-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy11-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy12-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T13-Copy13-HC,1000,HC,217.49515524471974,69.50748138141995,0.21749515524471974
T14-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy1-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy2-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy3-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy4-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy5-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy6-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy7-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy8-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy9-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy10-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy11-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy12-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T14-Copy13-HC,1000,HC,601.9825615216537,281.24957389033443,0.6019825615216536
T15-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy1-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy2-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy3-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy4-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy5-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy6-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy7-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy8-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy9-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy10-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy11-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy12-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T15-Copy13-HC,20,HC,12.012542968670203,5.829367528229564,0.6006271484335102
T16-LC,50,LC,48.712656758218166,,0.9742531351643633
T17-LC,40,LC,6.5185483719459825,,0.16296370929864956
T18-LC,400,LC,209.09854626283567,,0.5227463656570892
T19-LC,500,LC,17.978434701366062,,0.03595686940273213
T20-LC,500,LC,29.74353417887432,,0.05948706835774864
T21-LC,50,LC,49.73246329555343,,0.9946492659110686
T22-LC,400,LC,191.11476914545767,,0.4777869228636442
T23-LC,10,LC,1.3567743449438074,,0.13567743449438074
T24-LC,40,LC,20.792059130220466,,0.5198014782555116
T25-LC,400,LC,236.288424943037,,0.5907210623575925
T26-LC,10,LC,0.19580834138296366,,0.019580834138296366
T27-LC,400,LC,79.40304035684358,,0.19850760089210895
T28-LC,100,LC,30.208833494973884,,0.30208833494973886
T29-LC,500,LC,71.57393546523578,,0.14314787093047154
T30-LC,100,LC,52.147970961659794,,0.521479709616598
