Task Name,Period,Criticality,WCET-HI,WCET-LO,Utilization
T10-Copy2-HC,1000,HC,3,1.1793651156223448,0.002720413045292247
T10-Copy3-HC,1000,HC,3,1.1793651156223448,0.002720413045292247
T11-Copy1-HC,40,HC,4,1.8939960273922354,0.10786072508900386
T11-Copy2-HC,40,HC,4,1.8939960273922354,0.10786072508900386
T11-Copy3-HC,40,HC,4,1.8939960273922354,0.10786072508900386
T12-Copy1-HC,200,HC,43,13.904513068179403,0.21404201664255673
T12-Copy2-HC,200,HC,43,13.904513068179403,0.21404201664255673
T12-Copy3-HC,200,HC,43,13.904513068179403,0.21404201664255673
T13-Copy1-HC,1000,HC,227,91.70983796923817,0.22653068303614177
T13-Copy2-HC,1000,HC,227,91.70983796923817,0.22653068303614177
T13-Copy3-HC,1000,HC,227,91.70983796923817,0.22653068303614177
T14-Copy1-HC,1000,HC,34,14.25482144371419,0.0344390574599848
T14-Copy2-HC,1000,HC,34,14.25482144371419,0.0344390574599848
T14-Copy3-HC,1000,HC,34,14.25482144371419,0.0344390574599848
T15-Copy1-HC,500,HC,83,37.02413906788246,0.1661292209263614
T15-Copy2-HC,500,HC,83,37.02413906788246,0.1661292209263614
T15-Copy3-HC,500,HC,83,37.02413906788246,0.1661292209263614
T16-Copy1-HC,200,HC,1,0.18594591072400307,0.002402138314969567
T16-Copy2-HC,200,HC,1,0.18594591072400307,0.002402138314969567
T16-Copy3-HC,200,HC,1,0.18594591072400307,0.002402138314969567
T17-Copy1-HC,50,HC,1,0.35586473896964016,0.01606100996791267
T17-Copy2-HC,50,HC,1,0.35586473896964016,0.01606100996791267
T17-Copy3-HC,50,HC,1,0.35586473896964016,0.01606100996791267
T18-Copy1-HC,20,HC,3,1.1017711057997066,0.1556953267890684
T18-Copy2-HC,20,HC,3,1.1017711057997066,0.1556953267890684
T18-Copy3-HC,20,HC,3,1.1017711057997066,0.1556953267890684
T19-Copy1-HC,50,HC,1,0.5697012071632926,0.025171845699505962
T19-Copy2-HC,50,HC,1,0.5697012071632926,0.025171845699505962
T19-Copy3-HC,50,HC,1,0.5697012071632926,0.025171845699505962
T20-Copy1-HC,1000,HC,119,36.94093295993654,0.11901567334762249
T20-Copy2-HC,1000,HC,119,36.94093295993654,0.11901567334762249
T20-Copy3-HC,1000,HC,119,36.94093295993654,0.11901567334762249
T21-Copy1-HC,500,HC,3,0.8049557714233395,0.00500897025086496
T21-Copy2-HC,500,HC,3,0.8049557714233395,0.00500897025086496
T21-Copy3-HC,500,HC,3,0.8049557714233395,0.00500897025086496
T22-Copy1-HC,1000,HC,146,67.7870876595709,0.14592627132410296
T22-Copy2-HC,1000,HC,146,67.7870876595709,0.14592627132410296
T22-Copy3-HC,1000,HC,146,67.7870876595709,0.14592627132410296
T23-Copy1-HC,20,HC,1,0.2401310226741867,0.03637534386170049
T23-Copy2-HC,20,HC,1,0.2401310226741867,0.03637534386170049
T23-Copy3-HC,20,HC,1,0.2401310226741867,0.03637534386170049
T24-Copy1-HC,100,HC,15,4.485732210275692,0.14588778171111816
T24-Copy2-HC,100,HC,15,4.485732210275692,0.14588778171111816
T24-Copy3-HC,100,HC,15,4.485732210275692,0.14588778171111816
T25-Copy1-HC,40,HC,1,0.3119551789089006,0.01567211245680807
T25-Copy2-HC,40,HC,1,0.3119551789089006,0.01567211245680807
T25-Copy3-HC,40,HC,1,0.3119551789089006,0.01567211245680807
T26-Copy1-HC,10,HC,1,0.23877256007904718,0.06337283011306087
T26-Copy2-HC,10,HC,1,0.23877256007904718,0.06337283011306087
T26-Copy3-HC,10,HC,1,0.23877256007904718,0.06337283011306087
T27-Copy1-HC,40,HC,10,4.668919467983021,0.24579220844888727
T27-Copy2-HC,40,HC,10,4.668919467983021,0.24579220844888727
T27-Copy3-HC,40,HC,10,4.668919467983021,0.24579220844888727
T28-Copy1-HC,1000,HC,86,36.06746145736934,0.08632937736664825
T28-Copy2-HC,1000,HC,86,36.06746145736934,0.08632937736664825
T28-Copy3-HC,1000,HC,86,36.06746145736934,0.08632937736664825
T29-Copy1-HC,400,HC,20,6.602655905577755,0.04934659750391409
T29-Copy2-HC,400,HC,20,6.602655905577755,0.04934659750391409
T29-Copy3-HC,400,HC,20,6.602655905577755,0.04934659750391409
T30-Copy1-HC,200,HC,1,0.4646437068573292,0.006681371466531101
T30-Copy2-HC,200,HC,1,0.4646437068573292,0.006681371466531101
T30-Copy3-HC,200,HC,1,0.4646437068573292,0.006681371466531101
T31-LC,100,LC,23,,0.2308623118696822
T32-LC,10,LC,1,,0.058004957237468346
T33-LC,100,LC,36,,0.3617051307695496
T34-LC,1000,LC,182,,0.1822839817948383
T35-LC,40,LC,5,,0.13626283089887004
T36-LC,1000,LC,289,,0.2890182639776371
T37-LC,20,LC,1,,0.03669735338139768
T38-LC,1000,LC,61,,0.060879773909044754
T39-LC,40,LC,4,,0.11047812306068039
T40-LC,200,LC,77,,0.38679433327681023
T41-LC,200,LC,32,,0.15772388876314425
T42-LC,40,LC,3,,0.08476050853052408
T43-LC,100,LC,4,,0.04311329386429108
T44-LC,40,LC,4,,0.09795599397262356
T45-LC,40,LC,4,,0.09739763813681135
T46-LC,40,LC,5,,0.11797218179392965
T47-LC,100,LC,27,,0.27288863624608606
T48-LC,400,LC,47,,0.11702211410630925
T49-LC,40,LC,5,,0.11806050517437239
T50-LC,50,LC,1,,0.00469869574470172
T51-LC,50,LC,10,,0.2002437761172211
T52-LC,500,LC,51,,0.10198304869602914
T53-LC,400,LC,17,,0.0420055991286159
T54-LC,50,LC,15,,0.29982369149649446
T55-LC,500,LC,30,,0.060606386505720033
T56-LC,200,LC,46,,0.22851200496038593
T57-LC,200,LC,31,,0.15521541591089671
T58-LC,200,LC,39,,0.19322953679997212
T59-LC,50,LC,18,,0.3591802910825297
T60-LC,50,LC,16,,0.3109415968514946
